,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
29,4,serve,earned,Ace,us,16 -- 3
30,4,serve,errors,Spike,us,17 -- 3
31,4,serve,errors,Set,us,18 -- 3
32,4,serve,earned,Ace,us,19 -- 3
33,4,serve,earned,Ace,us,20 -- 3
undefined,4,serve,timeout,them 1,undefined,undefined
34,4,serve,in_rally,2-Serve,none,20 -- 3
35,4,serve,in_rally,3-FB Pass,none,20 -- 3
35,4,serve,earned,Spike,us,21 -- 3
36,4,serve,earned,Ace,us,22 -- 3
37,4,serve,earned,Ace,us,23 -- 3
38,4,serve,in_rally,2-Serve,none,23 -- 3
39,4,serve,in_rally,3-FB Pass,none,23 -- 3
39,4,serve,earned,Spike,us,24 -- 3
40,4,serve,earned,Ace,us,25 -- 3
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,1-Serve,none,0 -- 0
2,1,serve,in_rally,2-FB Pass,none,0 -- 0
2,1,serve,earned,Spike,us,1 -- 0
3,1,serve,in_rally,1-Serve,none,1 -- 0
3,1,serve,errors,Receive,us,2 -- 0
4,1,serve,earned,Ace,us,3 -- 0
5,1,serve,in_rally,2-Serve,none,3 -- 0
6,1,serve,in_rally,Dig,none,3 -- 0
7,1,serve,in_rally,Hit Still In Play,none,3 -- 0
8,1,serve,in_rally,Dig,none,3 -- 0
8,1,serve,earned,Spike,us,4 -- 0
9,1,serve,earned,Ace,us,5 -- 0
10,1,serve,in_rally,1-Serve,none,5 -- 0
10,1,serve,earned,Block,us,6 -- 0
11,1,serve,earned,Ace,us,7 -- 0
12,1,serve,earned,Ace,us,8 -- 0
13,1,serve,in_rally,3-Serve,none,8 -- 0
13,1,serve,earned,Block,us,9 -- 0
14,1,serve,in_rally,1-Serve,none,9 -- 0
14,1,serve,errors,Dig,them,9 -- 1
15,1,receive,in_rally,3-Pass,none,9 -- 1
15,1,receive,earned,Spike,us,10 -- 1
16,2,serve,in_rally,2-Serve,none,10 -- 1
17,2,serve,in_rally,2-FB Pass,none,10 -- 1
17,2,serve,errors,Spike,them,10 -- 2
18,2,receive,errors,Serve,us,11 -- 2
19,3,serve,earned,Ace,us,12 -- 2
20,3,serve,in_rally,2-Serve,none,12 -- 2
21,3,serve,in_rally,Dig,none,12 -- 2
22,3,serve,in_rally,3-FB Pass,none,12 -- 2
22,3,serve,earned,Spike,us,13 -- 2
23,3,serve,in_rally,2-Serve,none,13 -- 2
24,3,serve,in_rally,3-FB Pass,none,13 -- 2
24,3,serve,errors,Spike,them,13 -- 3
25,3,receive,errors,Serve,us,14 -- 3
26,4,serve,earned,Ace,us,15 -- 3
27,4,serve,in_rally,3-Serve,none,15 -- 3
27,4,serve,faults,Ball Handling,us,16 -- 3
28,4,serve,earned,Ace,us,17 -- 3
29,4,serve,in_rally,2-Serve,none,17 -- 3
30,4,serve,in_rally,3-FB Pass,none,17 -- 3
30,4,serve,errors,Spike,them,17 -- 4
31,4,receive,in_rally,3-Pass,none,17 -- 4
31,4,receive,earned,Spike,us,18 -- 4
32,5,serve,in_rally,2-Serve,none,18 -- 4
32,5,serve,errors,Whose Ball?,them,18 -- 5
33,5,receive,in_rally,3-Pass,none,18 -- 5
33,5,receive,errors,Spike,them,18 -- 6
34,5,receive,in_rally,3-Pass,none,18 -- 6
35,5,receive,in_rally,Hit Still In Play,none,18 -- 6
35,5,receive,faults,Net,us,19 -- 6
36,6,serve,errors,Spike,us,20 -- 6
37,6,serve,in_rally,Hit Still In Play,none,20 -- 6
37,6,serve,errors,Whose Ball?,us,21 -- 6
38,6,serve,earned,Ace,us,22 -- 6
39,6,serve,in_rally,Blocks Still In Play,none,22 -- 6
39,6,serve,errors,Whose Ball?,us,23 -- 6
40,6,serve,errors,Dig,them,23 -- 7
41,6,receive,in_rally,3-Pass,none,23 -- 7
41,6,receive,errors,Spike,us,24 -- 7
42,1,serve,errors,Serve,them,24 -- 8
43,1,receive,in_rally,Over Pass in Play,none,24 -- 8
44,1,receive,in_rally,Hit Still In Play,none,24 -- 8
45,1,receive,in_rally,1-FB Pass,none,24 -- 8
45,1,receive,errors,3rd Ball Return,them,24 -- 9
46,1,receive,in_rally,3-Pass,none,24 -- 9
47,1,receive,in_rally,Dig,none,24 -- 9
47,1,receive,errors,Spike,them,24 -- 10
48,1,receive,errors,Set,them,24 -- 11
49,1,receive,in_rally,3-Pass,none,24 -- 11
49,1,receive,earned,Spike,us,25 -- 11
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,errors,Down Ball Hit,them,0 -- 1
4,6,receive,in_rally,3-Pass,none,0 -- 1
4,6,receive,errors,Spike,them,0 -- 2
5,6,receive,errors,Receive,them,0 -- 3
6,6,receive,in_rally,3-Pass,none,0 -- 3
6,6,receive,earned,Spike,us,1 -- 3
7,1,serve,in_rally,2-Serve,none,1 -- 3
7,1,serve,errors,Spike,us,2 -- 3
8,1,serve,in_rally,1-Serve,none,2 -- 3
8,1,serve,errors,Block,them,2 -- 4
9,1,receive,in_rally,2-Pass,none,2 -- 4
9,1,receive,earned,Spike,us,3 -- 4
10,2,serve,in_rally,1-Serve,none,3 -- 4
10,2,serve,errors,Spike,us,4 -- 4
11,2,serve,errors,Serve,them,4 -- 5
12,2,receive,in_rally,3-Pass,none,4 -- 5
13,2,receive,in_rally,Hit Still In Play,none,4 -- 5
13,2,receive,earned,Spike,them,4 -- 6
14,2,receive,in_rally,3-Pass,none,4 -- 6
15,2,receive,in_rally,Hit Still In Play,none,4 -- 6
15,2,receive,errors,Whose Ball?,us,5 -- 6
16,3,serve,earned,Ace,us,6 -- 6
17,3,serve,in_rally,1-Serve,none,6 -- 6
18,3,serve,in_rally,Dig,none,6 -- 6
19,3,serve,in_rally,Hit Still In Play,none,6 -- 6
19,3,serve,errors,Spike,us,7 -- 6
20,3,serve,in_rally,3-Serve,none,7 -- 6
21,3,serve,in_rally,1-FB Pass,none,7 -- 6
22,3,serve,in_rally,Hit Still In Play,none,7 -- 6
23,3,serve,in_rally,Dig,none,7 -- 6
23,3,serve,errors,Spike,them,7 -- 7
24,3,receive,in_rally,3-Pass,none,7 -- 7
24,3,receive,earned,Spike,us,8 -- 7
25,4,serve,in_rally,3-Serve,none,8 -- 7
25,4,serve,errors,Block,them,8 -- 8
26,4,receive,in_rally,1-Pass,none,8 -- 8
27,4,receive,in_rally,Hit Still In Play,none,8 -- 8
28,4,receive,in_rally,Dig,none,8 -- 8
29,4,receive,in_rally,Hit Still In Play,none,8 -- 8
30,4,receive,in_rally,Dig,none,8 -- 8
31,4,receive,in_rally,Hit Still In Play,none,8 -- 8
31,4,receive,faults,Net,them,8 -- 9
32,4,receive,in_rally,1-Pass,none,8 -- 9
32,4,receive,errors,Spike,them,8 -- 10
33,4,receive,errors,Receive,them,8 -- 11
34,4,receive,errors,Serve,us,9 -- 11
35,5,serve,earned,Ace,us,10 -- 11
36,5,serve,in_rally,3-Serve,none,10 -- 11
36,5,serve,errors,Whose Ball?,us,11 -- 11
37,5,serve,in_rally,2-Serve,none,11 -- 11
37,5,serve,earned,Tip,them,11 -- 12
38,5,receive,in_rally,3-Pass,none,11 -- 12
38,5,receive,earned,Spike,us,12 -- 12
39,6,serve,in_rally,3-Serve,none,12 -- 12
39,6,serve,errors,Block,them,12 -- 13
40,6,receive,in_rally,2-Pass,none,12 -- 13
40,6,receive,earned,Tip,us,13 -- 13
41,1,serve,in_rally,2-Serve,none,13 -- 13
41,1,serve,errors,3rd Ball Return,us,14 -- 13
42,1,serve,in_rally,2-Serve,none,14 -- 13
43,1,serve,in_rally,Dig,none,14 -- 13
44,1,serve,in_rally,Dig,none,14 -- 13
45,1,serve,in_rally,Hit Still In Play,none,14 -- 13
46,1,serve,in_rally,Hit Still In Play,none,14 -- 13
46,1,serve,earned,Dump,them,14 -- 14
47,1,receive,in_rally,1-Pass,none,14 -- 14
48,1,receive,in_rally,Hit Still In Play,none,14 -- 14
49,1,receive,in_rally,Dig,none,14 -- 14
50,1,receive,in_rally,Hit Still In Play,none,14 -- 14
50,1,receive,earned,Spike,them,14 -- 15
51,1,receive,errors,Serve,us,15 -- 15
52,2,serve,in_rally,3-Serve,none,15 -- 15
53,2,serve,in_rally,Dig,none,15 -- 15
53,2,serve,errors,Set,them,15 -- 16
54,2,receive,in_rally,1-Pass,none,15 -- 16
54,2,receive,earned,Spike,them,15 -- 17
55,2,receive,errors,Serve,us,16 -- 17
56,3,serve,in_rally,1-Serve,none,16 -- 17
57,3,serve,in_rally,Dig,none,16 -- 17
58,3,serve,in_rally,Hit Still In Play,none,16 -- 17
59,3,serve,in_rally,Dig,none,16 -- 17
60,3,serve,in_rally,Hit Still In Play,none,16 -- 17
61,3,serve,in_rally,Dig,none,16 -- 17
61,3,serve,faults,Ball Handling,them,16 -- 18
62,3,receive,in_rally,3-Pass,none,16 -- 18
63,3,receive,in_rally,Hit Still In Play,none,16 -- 18
63,3,receive,errors,Dig,them,16 -- 19
undefined,3,receive,timeout,us 1,undefined,undefined
64,3,receive,in_rally,3-Pass,none,16 -- 19
64,3,receive,earned,Spike,us,17 -- 19
65,4,serve,in_rally,3-Serve,none,17 -- 19
65,4,serve,earned,Spike,them,17 -- 20
66,4,receive,in_rally,1-Pass,none,17 -- 20
66,4,receive,errors,3rd Ball Return,them,17 -- 21
67,4,receive,in_rally,2-Pass,none,17 -- 21
68,4,receive,in_rally,Hit Still In Play,none,17 -- 21
69,4,receive,in_rally,Dig,none,17 -- 21
70,4,receive,in_rally,Hit Still In Play,none,17 -- 21
70,4,receive,earned,Block,us,18 -- 21
71,5,serve,in_rally,2-Serve,none,18 -- 21
72,5,serve,in_rally,Blocks Still In Play,none,18 -- 21
72,5,serve,errors,Dig,them,18 -- 22
73,5,receive,in_rally,2-Pass,none,18 -- 22
74,5,receive,in_rally,Hit Still In Play,none,18 -- 22
75,5,receive,in_rally,Dig,none,18 -- 22
75,5,receive,earned,Spike,us,19 -- 22
76,6,serve,in_rally,3-Serve,none,19 -- 22
77,6,serve,in_rally,Dig,none,19 -- 22
77,6,serve,earned,Spike,us,20 -- 22
78,6,serve,in_rally,3-Serve,none,20 -- 22
78,6,serve,errors,Block,them,20 -- 23
79,6,receive,errors,Serve,us,21 -- 23
undefined,6,receive,timeout,them 1,undefined,undefined
80,1,serve,in_rally,3-Serve,none,21 -- 23
80,1,serve,errors,Dig,them,21 -- 24
81,1,receive,in_rally,3-Pass,none,21 -- 24
82,1,receive,in_rally,Dig,none,21 -- 24
82,1,receive,earned,Spike,us,22 -- 24
83,2,serve,in_rally,1-Serve,none,22 -- 24
84,2,serve,in_rally,Dig,none,22 -- 24
85,2,serve,in_rally,Hit Still In Play,none,22 -- 24
86,2,serve,in_rally,Dig,none,22 -- 24
87,2,serve,in_rally,Hit Still In Play,none,22 -- 24
88,2,serve,in_rally,Dig,none,22 -- 24
89,2,serve,in_rally,Hit Still In Play,none,22 -- 24
89,2,serve,earned,Spike,them,22 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
1,1,serve,earned,Spike,them,0 -- 1
2,1,receive,in_rally,1-Pass,none,0 -- 1
3,1,receive,in_rally,Hit Still In Play,none,0 -- 1
3,1,receive,errors,Whose Ball?,them,0 -- 2
4,1,receive,in_rally,1-Pass,none,0 -- 2
4,1,receive,errors,Spike,them,0 -- 3
5,1,receive,errors,Receive,them,0 -- 4
6,1,receive,errors,Serve,us,1 -- 4
7,2,serve,in_rally,2-Serve,none,1 -- 4
8,2,serve,in_rally,Blocks Still In Play,none,1 -- 4
9,2,serve,in_rally,Dig,none,1 -- 4
10,2,serve,in_rally,Hit Still In Play,none,1 -- 4
10,2,serve,errors,Whose Ball?,them,1 -- 5
11,2,receive,errors,Serve,us,2 -- 5
12,3,serve,in_rally,1-Serve,none,2 -- 5
12,3,serve,earned,Block,us,3 -- 5
13,3,serve,in_rally,1-Serve,none,3 -- 5
13,3,serve,errors,Block,them,3 -- 6
14,3,receive,in_rally,2-Pass,none,3 -- 6
15,3,receive,in_rally,Hit Still In Play,none,3 -- 6
16,3,receive,in_rally,Dig,none,3 -- 6
16,3,receive,faults,Net,them,3 -- 7
17,3,receive,in_rally,3-Pass,none,3 -- 7
17,3,receive,earned,Spike,us,4 -- 7
18,4,serve,in_rally,1-Serve,none,4 -- 7
19,4,serve,in_rally,Blocks Still In Play,none,4 -- 7
19,4,serve,earned,Spike,them,4 -- 8
20,4,receive,in_rally,2-Pass,none,4 -- 8
21,4,receive,in_rally,Hit Still In Play,none,4 -- 8
22,4,receive,in_rally,3-FB Pass,none,4 -- 8
23,4,receive,in_rally,Hit Still In Play,none,4 -- 8
24,4,receive,in_rally,Dig,none,4 -- 8
24,4,receive,earned,Spike,us,5 -- 8
25,5,serve,errors,Serve,them,5 -- 9
26,5,receive,in_rally,3-Pass,none,5 -- 9
27,5,receive,in_rally,Hit Still In Play,none,5 -- 9
28,5,receive,in_rally,3-FB Pass,none,5 -- 9
28,5,receive,earned,Spike,us,6 -- 9
29,6,serve,in_rally,Blocks Still In Play,none,6 -- 9
30,6,serve,in_rally,Hit Still In Play,none,6 -- 9
31,6,serve,in_rally,Hit Still In Play,none,6 -- 9
32,6,serve,in_rally,Blocks Still In Play,none,6 -- 9
33,6,serve,in_rally,Blocks Still In Play,none,6 -- 9
33,6,serve,earned,Tip,us,7 -- 9
34,6,serve,in_rally,2-Serve,none,7 -- 9
35,6,serve,in_rally,Dig,none,7 -- 9
36,6,serve,in_rally,Hit Still In Play,none,7 -- 9
36,6,serve,earned,Spike,them,7 -- 10
37,6,receive,errors,Serve,us,8 -- 10
38,1,serve,in_rally,3-Serve,none,8 -- 10
38,1,serve,errors,Dig,them,8 -- 11
39,1,receive,errors,Serve,us,9 -- 11
40,2,serve,in_rally,3-Serve,none,9 -- 11
40,2,serve,errors,Dig,them,9 -- 12
41,2,receive,in_rally,2-Pass,none,9 -- 12
42,2,receive,in_rally,Hit Still In Play,none,9 -- 12
42,2,receive,earned,Block,us,10 -- 12
43,3,serve,in_rally,Dig,none,10 -- 12
44,3,serve,in_rally,Hit Still In Play,none,10 -- 12
45,3,serve,in_rally,Blocks Still In Play,none,10 -- 12
46,3,serve,in_rally,Dig,none,10 -- 12
46,3,serve,errors,Dump,them,10 -- 13
47,3,receive,in_rally,3-Pass,none,10 -- 13
47,3,receive,errors,Spike,them,10 -- 14
48,3,receive,in_rally,1-Pass,none,10 -- 14
48,3,receive,errors,Whose Ball?,them,10 -- 15
49,3,receive,in_rally,2-Pass,none,10 -- 15
49,3,receive,errors,Spike,them,10 -- 16
50,3,receive,in_rally,3-Pass,none,10 -- 16
51,3,receive,in_rally,Hit Still In Play,none,10 -- 16
52,3,receive,in_rally,2-FB Pass,none,10 -- 16
52,3,receive,errors,Spike,them,10 -- 17
undefined,3,receive,timeout,us 1,undefined,undefined
53,3,receive,in_rally,3-Pass,none,10 -- 17
54,3,receive,in_rally,Hit Still In Play,none,10 -- 17
54,3,receive,faults,Ball Handling,us,11 -- 17
55,4,serve,in_rally,2-Serve,none,11 -- 17
55,4,serve,errors,Dig,them,11 -- 18
56,4,receive,in_rally,1-Pass,none,11 -- 18
56,4,receive,errors,Spike,them,11 -- 19
57,4,receive,in_rally,1-Pass,none,11 -- 19
57,4,receive,errors,3rd Ball Return,them,11 -- 20
58,4,receive,in_rally,3-Pass,none,11 -- 20
58,4,receive,errors,Spike,them,11 -- 21
59,4,receive,in_rally,Over Pass in Play,none,11 -- 21
59,4,receive,earned,Tip,them,11 -- 22
60,4,receive,in_rally,1-Pass,none,11 -- 22
60,4,receive,earned,Tip,them,11 -- 23
61,4,receive,errors,Receive,them,11 -- 24
62,4,receive,in_rally,1-Pass,none,11 -- 24
63,4,receive,in_rally,Hit Still In Play,none,11 -- 24
63,4,receive,errors,Whose Ball?,us,12 -- 24
64,5,serve,in_rally,1-Serve,none,12 -- 24
65,5,serve,in_rally,Dig,none,12 -- 24
65,5,serve,earned,Spike,them,12 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,1-Serve,none,1 -- 0
3,1,serve,in_rally,Dig,none,1 -- 0
4,1,serve,in_rally,Hit Still In Play,none,1 -- 0
4,1,serve,earned,Block,us,2 -- 0
5,1,serve,in_rally,2-Serve,none,2 -- 0
6,1,serve,in_rally,Dig,none,2 -- 0
7,1,serve,in_rally,Hit Still In Play,none,2 -- 0
8,1,serve,in_rally,3-FB Pass,none,2 -- 0
8,1,serve,earned,Tip,us,3 -- 0
9,1,serve,earned,Ace,us,4 -- 0
10,1,serve,in_rally,2-Serve,none,4 -- 0
10,1,serve,earned,Spike,them,4 -- 1
11,1,receive,in_rally,3-Pass,none,4 -- 1
11,1,receive,earned,Block,us,5 -- 1
12,2,serve,in_rally,3-Serve,none,5 -- 1
12,2,serve,errors,Down Ball Hit,us,6 -- 1
13,2,serve,in_rally,3-Serve,none,6 -- 1
14,2,serve,in_rally,3-FB Pass,none,6 -- 1
15,2,serve,in_rally,Hit Still In Play,none,6 -- 1
16,2,serve,in_rally,Dig,none,6 -- 1
16,2,serve,earned,Tip,us,7 -- 1
17,2,serve,in_rally,3-Serve,none,7 -- 1
17,2,serve,faults,Ball Handling,us,8 -- 1
18,2,serve,in_rally,2-Serve,none,8 -- 1
19,2,serve,in_rally,Dig,none,8 -- 1
20,2,serve,in_rally,Hit Still In Play,none,8 -- 1
21,2,serve,in_rally,Dig,none,8 -- 1
21,2,serve,earned,Spike,us,9 -- 1
22,2,serve,in_rally,3-Serve,none,9 -- 1
22,2,serve,faults,Ball Handling,them,9 -- 2
23,2,receive,in_rally,3-Pass,none,9 -- 2
23,2,receive,earned,Spike,us,10 -- 2
24,3,serve,in_rally,1-Serve,none,10 -- 2
25,3,serve,in_rally,Hit Still In Play,none,10 -- 2
26,3,serve,in_rally,Dig,none,10 -- 2
27,3,serve,in_rally,Hit Still In Play,none,10 -- 2
28,3,serve,in_rally,Dig,none,10 -- 2
29,3,serve,in_rally,Hit Still In Play,none,10 -- 2
30,3,serve,in_rally,Dig,none,10 -- 2
30,3,serve,errors,Set,them,10 -- 3
31,3,receive,errors,Serve,us,11 -- 3
32,4,serve,in_rally,2-Serve,none,11 -- 3
32,4,serve,earned,Spike,them,11 -- 4
33,4,receive,in_rally,3-Pass,none,11 -- 4
33,4,receive,errors,Spike,them,11 -- 5
34,4,receive,errors,Serve,us,12 -- 5
35,5,serve,in_rally,3-Serve,none,12 -- 5
35,5,serve,errors,Dig,them,12 -- 6
36,5,receive,in_rally,3-Pass,none,12 -- 6
36,5,receive,errors,Spike,them,12 -- 7
37,5,receive,in_rally,3-Pass,none,12 -- 7
37,5,receive,faults,Ball Handling,us,13 -- 7
38,6,serve,errors,Serve,them,13 -- 8
39,6,receive,in_rally,3-Pass,none,13 -- 8
39,6,receive,earned,Spike,us,14 -- 8
40,1,serve,in_rally,2-Serve,none,14 -- 8
40,1,serve,faults,Ball Handling,us,15 -- 8
41,1,serve,in_rally,2-Serve,none,15 -- 8
41,1,serve,errors,Spike,us,16 -- 8
42,1,serve,in_rally,2-Serve,none,16 -- 8
42,1,serve,faults,Ball Handling,them,16 -- 9
43,1,receive,in_rally,3-Pass,none,16 -- 9
43,1,receive,earned,Spike,us,17 -- 9
44,2,serve,in_rally,1-Serve,none,17 -- 9
44,2,serve,errors,Block,them,17 -- 10
45,2,receive,in_rally,2-Pass,none,17 -- 10
45,2,receive,errors,Spike,them,17 -- 11
46,2,receive,in_rally,3-Pass,none,17 -- 11
47,2,receive,in_rally,Hit Still In Play,none,17 -- 11
48,2,receive,in_rally,3-FB Pass,none,17 -- 11
48,2,receive,earned,Tip,us,18 -- 11
49,3,serve,in_rally,3-Serve,none,18 -- 11
49,3,serve,faults,Net,them,18 -- 12
50,3,receive,in_rally,3-Pass,none,18 -- 12
51,3,receive,in_rally,Hit Still In Play,none,18 -- 12
52,3,receive,in_rally,Dig,none,18 -- 12
53,3,receive,in_rally,Blocks Still In Play,none,18 -- 12
53,3,receive,errors,3rd Ball Return,us,19 -- 12
54,4,serve,earned,Ace,us,20 -- 12
55,4,serve,in_rally,2-Serve,none,20 -- 12
55,4,serve,errors,Whose Ball?,us,21 -- 12
56,4,serve,in_rally,2-Serve,none,21 -- 12
56,4,serve,faults,Ball Handling,them,21 -- 13
57,4,receive,in_rally,3-Pass,none,21 -- 13
58,4,receive,in_rally,Hit Still In Play,none,21 -- 13
59,4,receive,in_rally,Dig,none,21 -- 13
59,4,receive,earned,Tip,us,22 -- 13
60,5,serve,in_rally,3-Serve,none,22 -- 13
60,5,serve,errors,Tip,us,23 -- 13
61,5,serve,in_rally,3-Serve,none,23 -- 13
61,5,serve,earned,Block,us,24 -- 13
62,5,serve,in_rally,2-Serve,none,24 -- 13
63,5,serve,in_rally,Dig,none,24 -- 13
63,5,serve,errors,3rd Ball Return,us,25 -- 13
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
2,1,serve,in_rally,3-FB Pass,none,0 -- 0
3,1,serve,in_rally,Hit Still In Play,none,0 -- 0
4,1,serve,in_rally,Dig,none,0 -- 0
4,1,serve,earned,Spike,us,1 -- 0
5,1,serve,earned,Ace,us,2 -- 0
6,1,serve,in_rally,3-Serve,none,2 -- 0
7,1,serve,in_rally,Blocks Still In Play,none,2 -- 0
7,1,serve,errors,Whose Ball?,us,3 -- 0
8,1,serve,errors,Serve,them,3 -- 1
9,1,receive,in_rally,3-Pass,none,3 -- 1
9,1,receive,earned,Tip,us,4 -- 1
10,2,serve,in_rally,2-Serve,none,4 -- 1
10,2,serve,errors,Spike,us,5 -- 1
undefined,2,serve,timeout,them 1,undefined,undefined
11,2,serve,in_rally,3-Serve,none,5 -- 1
12,2,serve,in_rally,Dig,none,5 -- 1
12,2,serve,earned,Spike,us,6 -- 1
13,2,serve,earned,Ace,us,7 -- 1
14,2,serve,in_rally,3-Serve,none,7 -- 1
15,2,serve,in_rally,Hit Still In Play,none,7 -- 1
16,2,serve,in_rally,Dig,none,7 -- 1
16,2,serve,errors,Spike,us,8 -- 1
17,2,serve,earned,Ace,us,9 -- 1
18,2,serve,in_rally,3-Serve,none,9 -- 1
19,2,serve,in_rally,3-FB Pass,none,9 -- 1
20,2,serve,in_rally,Hit Still In Play,none,9 -- 1
20,2,serve,errors,Tip,us,10 -- 1
21,2,serve,in_rally,1-Serve,none,10 -- 1
22,2,serve,in_rally,Dig,none,10 -- 1
22,2,serve,errors,Spike,them,10 -- 2
23,2,receive,in_rally,3-Pass,none,10 -- 2
24,2,receive,in_rally,Hit Still In Play,none,10 -- 2
25,2,receive,in_rally,3-FB Pass,none,10 -- 2
25,2,receive,earned,Spike,us,11 -- 2
26,3,serve,in_rally,1-Serve,none,11 -- 2
27,3,serve,in_rally,Dig,none,11 -- 2
27,3,serve,faults,Ball Handling,them,11 -- 3
28,3,receive,errors,Serve,us,12 -- 3
29,4,serve,in_rally,2-Serve,none,12 -- 3
29,4,serve,errors,Dig,them,12 -- 4
30,4,receive,in_rally,2-Pass,none,12 -- 4
30,4,receive,earned,Block,us,13 -- 4
31,5,serve,earned,Ace,us,14 -- 4
32,5,serve,in_rally,2-Serve,none,14 -- 4
33,5,serve,in_rally,Blocks Still In Play,none,14 -- 4
34,5,serve,in_rally,3-FB Pass,none,14 -- 4
34,5,serve,earned,Spike,us,15 -- 4
undefined,5,serve,timeout,them 2,undefined,undefined
35,5,serve,in_rally,2-Serve,none,15 -- 4
36,5,serve,in_rally,Blocks Still In Play,none,15 -- 4
37,5,serve,in_rally,3-FB Pass,none,15 -- 4
37,5,serve,errors,Spike,them,15 -- 5
38,5,receive,errors,Serve,us,16 -- 5
39,6,serve,earned,Ace,us,17 -- 5
40,6,serve,errors,Serve,them,17 -- 6
41,6,receive,errors,Receive,them,17 -- 7
42,6,receive,errors,Receive,them,17 -- 8
43,6,receive,errors,Serve,us,18 -- 8
44,1,serve,earned,Ace,us,19 -- 8
45,1,serve,errors,Serve,them,19 -- 9
46,1,receive,in_rally,3-Pass,none,19 -- 9
46,1,receive,earned,Spike,us,20 -- 9
47,2,serve,errors,Serve,them,20 -- 10
48,2,receive,in_rally,1-Pass,none,20 -- 10
49,2,receive,in_rally,Hit Still In Play,none,20 -- 10
50,2,receive,in_rally,Dig,none,20 -- 10
50,2,receive,errors,Whose Ball?,them,20 -- 11
51,2,receive,errors,Serve,us,21 -- 11
52,3,serve,in_rally,1-Serve,none,21 -- 11
52,3,serve,errors,Dig,them,21 -- 12
53,3,receive,in_rally,3-Pass,none,21 -- 12
54,3,receive,in_rally,Hit Still In Play,none,21 -- 12
54,3,receive,earned,Block,us,22 -- 12
55,4,serve,in_rally,1-Serve,none,22 -- 12
55,4,serve,errors,Spike,us,23 -- 12
56,4,serve,errors,Serve,them,23 -- 13
57,4,receive,in_rally,3-Pass,none,23 -- 13
57,4,receive,earned,Spike,us,24 -- 13
58,5,serve,errors,Serve,them,24 -- 14
59,5,receive,in_rally,3-Pass,none,24 -- 14
60,5,receive,in_rally,Blocks Still In Play,none,24 -- 14
60,5,receive,earned,Spike,us,25 -- 14
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,Over Pass in Play,none,0 -- 0
2,6,receive,in_rally,Blocks Still In Play,none,0 -- 0
3,6,receive,in_rally,3-FB Pass,none,0 -- 0
4,6,receive,in_rally,Hit Still In Play,none,0 -- 0
5,6,receive,in_rally,Dig,none,0 -- 0
5,6,receive,earned,Spike,us,1 -- 0
6,1,serve,earned,Ace,us,2 -- 0
7,1,serve,earned,Ace,us,3 -- 0
8,1,serve,earned,Ace,us,4 -- 0
9,1,serve,in_rally,2-Serve,none,4 -- 0
10,1,serve,in_rally,Dig,none,4 -- 0
11,1,serve,in_rally,Hit Still In Play,none,4 -- 0
11,1,serve,errors,Whose Ball?,us,5 -- 0
12,1,serve,errors,Serve,them,5 -- 1
13,1,receive,in_rally,1-Pass,none,5 -- 1
14,1,receive,in_rally,Hit Still In Play,none,5 -- 1
14,1,receive,errors,Block,them,5 -- 2
15,1,receive,errors,Serve,us,6 -- 2
16,2,serve,in_rally,1-Serve,none,6 -- 2
16,2,serve,errors,Whose Ball?,us,7 -- 2
17,2,serve,earned,Ace,us,8 -- 2
18,2,serve,errors,Serve,them,8 -- 3
19,2,receive,in_rally,1-Pass,none,8 -- 3
19,2,receive,earned,Dump,us,9 -- 3
20,3,serve,in_rally,1-Serve,none,9 -- 3
20,3,serve,errors,Spike,us,10 -- 3
21,3,serve,earned,Ace,us,11 -- 3
22,3,serve,in_rally,2-Serve,none,11 -- 3
23,3,serve,in_rally,3-FB Pass,none,11 -- 3
23,3,serve,errors,Tip,us,12 -- 3
undefined,3,serve,timeout,them 1,undefined,undefined
24,3,serve,in_rally,3-Serve,none,12 -- 3
25,3,serve,in_rally,3-FB Pass,none,12 -- 3
25,3,serve,errors,Spike,them,12 -- 4
26,3,receive,in_rally,3-Pass,none,12 -- 4
27,3,receive,in_rally,Hit Still In Play,none,12 -- 4
27,3,receive,errors,Tip,us,13 -- 4
28,4,serve,in_rally,2-Serve,none,13 -- 4
29,4,serve,in_rally,2-FB Pass,none,13 -- 4
